index,title,author,pages,genre,description,published_date,publisher,average_rating,ratings_count,thumbnail
454,"Bronze Age Settlement and Land-Use in Thy, Northwest Denmark (Volume 1 & 2)","Jens-Henrik Bech, Kristian Kristiansen, Berit Valentin Eriksen",863.0,History,this two volume monograph about the region of thy in the early bronze age provides a high resolution archaeological and ecological model of the organisation of landscape settlements and households during the period 15001100 bc bordering the north sea to the west and the calmer waters of the limfjord to the east the region of thy in denmark experienced four centuries of intense economic and demographic expansion by combining results from environmental and economic research pollen and palae,2018-06-04 00:00:00,aarhus universitetsforlag,,0,http://books.google.com/books/content?id=3dsKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
457,Sarsarti Sansar,Jiba Lamichhane,232.0,Fiction,sarsarti sansar is a lighthearted book that encapsulates the authors individual experiences and feelings invoked by different places he travelled to,2018-08-30 00:00:00,publication nepalaya,,0,http://books.google.com/books/content?id=jKFFxAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
459,Tourism,"John R. Walker, Josielyn T. Walker",580.0,Fiction,no description available,2011-01-01 00:00:00,pearson education india,4.0,0,http://books.google.com/books/content?id=khBe709OSAcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
461,"Indo-Persian Travels in the Age of Discoveries, 1400-1800","Muzaffar Alam, Sanjay Subrahmanyam",364.0,History,a study of persian travel accounts dealing with india iran and central asia between 1400 and 1800,2007-02-01 00:00:00,cambridge university press,,0,http://books.google.com/books/content?id=Yz99c6E_g0cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
462,Words at Work,"David Horner, Peter Strutt",148.0,Business,words at work is a powerful resource for learners who want to expand their vocabulary in order to use english more effectively in a general business english context the 17 taskbased units cover a range of essential topics from company organisation and advertising to finance and information systems the introduction unit on learning vocabulary successfully gives learners good ideas on techniques for remembering more words the index also provides a way in to the specific vocabulary area they w,1996-11-07 00:00:00,cambridge university press,,0,http://books.google.com/books/content?id=9itXGt79OpcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
463,Statewide Travel Forecasting Models,"Alan J. Horowitz, National Cooperative Highway Research Program",125.0,Science,trbs national cooperative highway research program nchrp synthesis 358 statewide travel forecasting models examines statewide travel forecasting models designed to address planning needs and provide forecasts for statewide transportation including passenger vehicle and freight movements the report explores the types and purposes of models being used integration of state and urban models data requirements computer needs resources including time funding training and staff limitatio,2006-01-01 00:00:00,transportation research board,,0,http://books.google.com/books/content?id=O6uDMCF9ATUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
464,Managing Tourism and Hospitality Services,"B. Prideaux, Gianna Moscardo, Eric Laws",357.0,Other,the aim of this book is to enhance theoretical and practical understanding of quality management in tourism and hospitality it provides a benchmark of current knowledge and examines the range of research methods being applied to further develop tourism and hospitality service management research it is hoped that this book will stimulate new research questions by highlighting tensions and challenges in the area,2006-09-14 00:00:00,cabi,5.0,2,http://books.google.com/books/content?id=BTGt2fvYVXUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
465,How to Document Your Travels for Profit,Ahmed Musa,153.0,Lifestyle,travel blogging photography and vlogging have become lucrative ways to document and share your journeys this book explores how to turn your travel experiences into profitable ventures from building an online presence and monetizing content to securing sponsorships and partnerships this guide offers actionable tips for turning your passion for travel into a source of income learn how to create engaging content build an audience and diversify your income streams through affiliate marketing,2024-12-27 00:00:00,recorded books,,0,http://books.google.com/books/content?id=AOY6EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
467,English for Tourism,Hoa Quyen,133.0,Fiction,unit 1 tourism today 1 9 unit 2 whats your job 10 16 unit 3 travel agent 17 24 unit 4 making reservation 25 36 unit 5 how to deal with complaint 37 41,2010-03-21 12:00:00,tbook,,0,http://books.google.com/books/content?id=uMbDCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
468,Drafting Technology Patent License Agreements,Michael J. Lennon,1500.0,Government,in todayands fastpaced and ultracompetitive hightech environment an effectively managed patent licensing program is a must the second editio n of drafting technology patent license agreements shows you how to achieve one this valuable resource covers all of the legal and business transactional issues you are likely to encounter during the drafting and negotiation of patent licensing agreements it guides you stepbystep through the unique aspects of the implementation of a patent licensi,2007-01-01 00:00:00,wolters kluwer,1.0,1,http://books.google.com/books/content?id=i3MLYUjRWisC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
472,Inclusive Leisure,"Mary Ann Devine, Lynn Anderson",449.0,Reference,inclusive leisure a strengthsbased approach with hkpropel access provides a blend of theoretical and practical information moving beyond leisure programming and service delivery to consider how inclusivity should be applied to administration infrastructure design community relations and more,2023-01-01 00:00:00,human kinetics,,0,http://books.google.com/books/content?id=yixuEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
475,The Definitive Guide to Entertainment Marketing,"Al Lieberman, Pat Esgate",305.0,Business,entertainment marketing now every platform technology and opportunity covers film cable broadcast music sports publishing social media gaming and more reflects powerful trends ranging from smartphones to globalization demonstrates breakthrough strategies integrating advertising promotion pr and online content distribution by industry insiders with decades of experience as leaders and consultants entertainment spending is soaring worldwide driven by new technologies new platforms,2013-07-02 00:00:00,ft press,,0,http://books.google.com/books/content?id=mucnJ__MNNIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
482,Technology Integration and Foundations for Effective Leadership,"Wang, Shuyan, Hartsell, Taralynn",443.0,Technology,as new technology continues to emerge the training and education of learning new skills and strategies become important for professional development therefore technology leadership plays a vital role for the use of technology in organizations by providing guidance in the many aspects of using technologies technology integration and foundations for effective leadership provides detailed information on the aspects of effective technology leadership highlighting instructions on creating a tech,2012-12-31 00:00:00,igi global,,0,http://books.google.com/books/content?id=18CeBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
485,"Cities, value chains, and dairy production in Ethiopia","Vandercasteelen, Joachim, Minten, Bart, Tamru, Seneshaw",39.0,Government,this paper explores the spatial heterogeneity in dairy production in the highland production area around the capital of ethiopia addis ababa we look at how urban proximity defined as the travel time from the farm to the central market of addis ababa affects the production decisions of ethiopian dairy farmers we sampled 870 households from the major rural production zones around addis ababa where villages were stratified according to their distance to addis ababa using an instrumental va,2019-10-11 00:00:00,intl food policy res inst,,0,http://books.google.com/books/content?id=6Xu1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
